model_name,best_mse,best_r2,best_rmse,mse,r2,rmse
DTR,10213.927143895075,0.9753578660610207,101.06397550015076,26796.950698261975,0.9353496418214143,163.69774188504243
GBR,4596.919651769342,0.9889094656570628,67.80058739988424,8633.984438343794,0.9791696378915432,92.91923610503798
LR,156343.23707624507,0.6228061024706681,395.40262654191497,156343.23707624507,0.6228061024706681,395.40262654191497
RFR,5181.916028565403,0.98749810263599,71.98552652141542,5182.412786670413,0.9874969041567384,71.98897684139158
SVR,193877.50460409,0.5322508797152887,440.3152332183046,206120.64719294346,0.5027130579491648,454.0051180250543
XGB,3726.5828714324016,0.9910092413075973,61.045744089431835,4248.047338888423,0.9897511554537981,65.1770461043489
