model_name,best_mse,best_rmse,best_r2
DTR,1021.4081042087046,10.153594502802152,0.941558281167735
GBR,459.6997837775151,6.813931398421909,0.9654000171048436
LR,15634.458288574544,39.679531573697965,0.5993217362672771
RFR,518.1996159410239,7.233023032535803,0.9631263184146274
SVR,19387.909759012888,44.18263505161803,0.5417876200820656
XGB,372.6646134385102,6.135609006064604,0.9648463428857937
